,Week,U.S. 30 yr FRM,U.S. 15 yr FRM
1065,1991-08-30,9.15,8.77
1066,1991-09-06,9.14,8.79
1067,1991-09-13,9.02,8.68
1068,1991-09-20,8.95,8.62
1069,1991-09-27,8.92,8.59
1070,1991-10-04,8.87,8.51
1071,1991-10-11,8.82,8.46
1072,1991-10-18,8.82,8.45
1073,1991-10-25,8.91,8.51
1074,1991-11-01,8.78,8.41
1075,1991-11-08,8.76,8.36
1076,1991-11-15,8.69,8.32
1077,1991-11-22,8.63,8.25
1078,1991-11-29,8.7,8.29
1079,1991-12-06,8.62,8.21
1080,1991-12-13,8.53,8.1
1081,1991-12-20,8.49,8.07
1082,1991-12-27,8.35,7.9
1083,1992-01-03,8.24,7.79
1084,1992-01-10,8.23,7.79
1085,1992-01-17,8.45,8.03
1086,1992-01-24,8.56,8.14
1087,1992-01-31,8.68,8.28
1088,1992-02-07,8.67,8.3
1089,1992-02-14,8.73,8.36
1090,1992-02-21,8.82,8.43
1091,1992-02-28,8.83,8.44
1092,1992-03-06,8.85,8.48
1093,1992-03-13,8.88,8.51
1094,1992-03-20,9.03,8.69
1095,1992-03-27,8.98,8.63
1096,1992-04-03,8.96,8.57
1097,1992-04-10,8.84,8.44
1098,1992-04-17,8.76,8.38
1099,1992-04-24,8.85,8.49
1100,1992-05-01,8.84,8.46
1101,1992-05-08,8.75,8.38
1102,1992-05-15,8.64,8.26
1103,1992-05-22,8.53,8.16
1104,1992-05-29,8.6,8.21
1105,1992-06-05,8.59,8.18
1106,1992-06-12,8.54,8.12
1107,1992-06-19,8.48,8.03
1108,1992-06-26,8.43,7.98
1109,1992-07-03,8.29,7.84
1110,1992-07-10,8.13,7.67
1111,1992-07-17,8.09,7.63
1112,1992-07-24,8.08,7.61
1113,1992-07-31,8.05,7.6
1114,1992-08-07,8.06,7.59
1115,1992-08-14,7.96,7.48
1116,1992-08-21,7.87,7.38
1117,1992-08-28,8.01,7.51
1118,1992-09-04,7.94,7.44
1119,1992-09-11,7.84,7.33
1120,1992-09-18,7.89,7.37
1121,1992-09-24,8.02,7.48
1122,1992-10-02,7.93,7.37
1123,1992-10-09,8.01,7.46
1124,1992-10-16,8.06,7.51
1125,1992-10-23,8.23,7.71
1126,1992-10-30,8.21,7.68
1127,1992-11-06,8.29,7.75
1128,1992-11-13,8.32,7.79
1129,1992-11-20,8.32,7.83
1130,1992-11-27,8.29,7.81
1131,1992-12-04,8.34,7.87
1132,1992-12-11,8.23,7.77
1133,1992-12-18,8.19,7.74
1134,1992-12-25,8.13,7.65
1135,1992-12-31,8.14,7.68
1136,1993-01-08,8.07,7.6
1137,1993-01-15,8.04,7.56
1138,1993-01-22,8.0,7.51
1139,1993-01-29,7.86,7.37
1140,1993-02-05,7.8,7.29
1141,1993-02-12,7.75,7.25
1142,1993-02-19,7.65,7.12
1143,1993-02-26,7.53,7.02
1144,1993-03-05,7.44,6.91
1145,1993-03-12,7.47,6.97
1146,1993-03-19,7.57,7.07
1147,1993-03-26,7.5,7.01
1148,1993-04-02,7.53,7.03
1149,1993-04-09,7.57,7.07
1150,1993-04-16,7.45,6.93
1151,1993-04-23,7.38,6.86
1152,1993-04-30,7.43,6.91
1153,1993-05-07,7.42,6.88
1154,1993-05-14,7.42,6.86
1155,1993-05-21,7.52,6.98
1156,1993-05-28,7.5,6.99
1157,1993-06-04,7.47,6.97
1158,1993-06-11,7.48,6.98
1159,1993-06-18,7.38,6.87
1160,1993-06-25,7.34,6.84
1161,1993-07-02,7.23,6.76
1162,1993-07-09,7.19,6.71
1163,1993-07-16,7.16,6.67
1164,1993-07-23,7.2,6.7
1165,1993-07-30,7.25,6.75
1166,1993-08-06,7.21,6.72
1167,1993-08-13,7.17,6.68
1168,1993-08-20,7.1,6.62
1169,1993-08-27,6.97,6.49
1170,1993-09-03,6.93,6.45
1171,1993-09-10,6.82,6.35
1172,1993-09-17,6.96,6.49
1173,1993-09-24,6.95,6.47
1174,1993-10-01,6.89,6.41
1175,1993-10-08,6.87,6.39
1176,1993-10-15,6.81,6.36
1177,1993-10-22,6.74,6.31
1178,1993-10-29,6.86,6.4
1179,1993-11-05,7.11,6.65
1180,1993-11-12,7.12,6.64
1181,1993-11-19,7.08,6.62
1182,1993-11-26,7.31,6.84
1183,1993-12-04,7.25,6.74
1184,1993-12-10,7.14,6.65
1185,1993-12-17,7.17,6.7
1186,1993-12-24,7.17,6.69
1187,1993-12-31,7.13,6.63
1188,1994-01-07,7.23,6.74
1189,1994-01-14,6.99,6.48
1190,1994-01-21,7.05,6.57
1191,1994-01-28,6.97,6.47
1192,1994-02-04,6.97,6.46
1193,1994-02-11,7.21,6.72
1194,1994-02-18,7.11,6.64
1195,1994-02-25,7.32,6.8
1196,1994-03-04,7.51,7.01
1197,1994-03-11,7.63,7.15
1198,1994-03-18,7.76,7.27
1199,1994-03-25,7.8,7.3
1200,1994-04-01,8.04,7.55
1201,1994-04-08,8.47,7.91
1202,1994-04-15,8.26,7.72
1203,1994-04-22,8.49,7.97
1204,1994-04-29,8.32,7.85
1205,1994-05-06,8.53,8.03
1206,1994-05-13,8.77,8.25
1207,1994-05-20,8.56,8.04
1208,1994-05-27,8.53,7.99
1209,1994-06-03,8.55,8.02
1210,1994-06-10,8.25,7.79
1211,1994-06-17,8.33,7.83
1212,1994-06-24,8.46,8.0
1213,1994-07-01,8.57,8.07
1214,1994-07-08,8.68,8.15
1215,1994-07-15,8.72,8.2
1216,1994-07-22,8.53,8.05
1217,1994-07-29,8.57,8.09
1218,1994-08-05,8.38,7.9
1219,1994-08-12,8.57,8.08
1220,1994-08-19,8.54,8.05
1221,1994-08-26,8.56,8.05
1222,1994-09-02,8.48,7.96
1223,1994-09-09,8.51,8.03
1224,1994-09-16,8.66,8.15
1225,1994-09-23,8.73,8.21
1226,1994-09-30,8.82,8.31
1227,1994-10-07,8.89,8.38
1228,1994-10-14,8.93,8.4
1229,1994-10-21,8.85,8.3
1230,1994-10-28,9.03,8.47
1231,1994-11-04,9.05,8.51
1232,1994-11-11,9.19,8.67
1233,1994-11-18,9.19,8.71
1234,1994-11-25,9.25,8.77
1235,1994-12-02,9.23,8.76
1236,1994-12-09,9.15,8.77
1237,1994-12-16,9.25,8.89
1238,1994-12-23,9.18,8.79
1239,1994-12-30,9.18,8.81
1240,1995-01-06,9.22,8.87
1241,1995-01-13,9.19,8.85
1242,1995-01-20,9.05,8.7
1243,1995-01-27,9.13,8.76
1244,1995-02-03,8.94,8.59
1245,1995-02-10,8.8,8.45
1246,1995-02-17,8.84,8.46
1247,1995-02-24,8.73,8.34
1248,1995-03-03,8.53,8.15
1249,1995-03-10,8.62,8.24
1250,1995-03-17,8.38,8.0
1251,1995-03-24,8.4,7.97
1252,1995-03-31,8.38,7.96
1253,1995-04-07,8.41,7.99
1254,1995-04-14,8.37,7.93
1255,1995-04-21,8.24,7.8
1256,1995-04-28,8.26,7.8
1257,1995-05-05,8.27,7.8
1258,1995-05-12,7.87,7.45
1259,1995-05-19,7.83,7.39
1260,1995-05-26,7.85,7.4
1261,1995-06-02,7.71,7.24
1262,1995-06-09,7.51,7.0
1263,1995-06-16,7.55,7.03
1264,1995-06-23,7.53,7.01
1265,1995-06-30,7.53,7.03
1266,1995-07-07,7.63,7.11
1267,1995-07-14,7.41,6.89
1268,1995-07-21,7.6,7.08
1269,1995-07-28,7.79,7.27
1270,1995-08-04,7.82,7.31
1271,1995-08-11,7.8,7.31
1272,1995-08-18,7.94,7.43
1273,1995-08-25,7.88,7.39
1274,1995-09-01,7.76,7.27
1275,1995-09-08,7.63,7.16
1276,1995-09-15,7.6,7.12
1277,1995-09-22,7.57,7.09
1278,1995-09-29,7.62,7.16
1279,1995-10-06,7.57,7.09
1280,1995-10-13,7.5,7.01
1281,1995-10-20,7.38,6.92
1282,1995-10-27,7.45,7.01
1283,1995-11-03,7.44,6.97
1284,1995-11-09,7.37,6.87
1285,1995-11-17,7.35,6.86
1286,1995-11-24,7.35,6.85
1287,1995-12-01,7.33,6.85
1288,1995-12-08,7.18,6.74
1289,1995-12-15,7.15,6.71
1290,1995-12-22,7.23,6.73
1291,1995-12-29,7.11,6.65
1292,1996-01-05,7.02,6.56
1293,1996-01-12,7.08,6.59
1294,1996-01-19,7.02,6.53
1295,1996-01-26,7.0,6.5
1296,1996-02-02,7.02,6.52
1297,1996-02-09,7.02,6.51
1298,1996-02-16,6.94,6.44
1299,1996-02-23,7.32,6.77
1300,1996-03-01,7.41,6.87
1301,1996-03-08,7.38,6.87
1302,1996-03-15,7.83,7.32
1303,1996-03-22,7.81,7.32
1304,1996-03-29,7.69,7.19
1305,1996-04-05,7.78,7.29
1306,1996-04-12,8.05,7.56
1307,1996-04-19,7.95,7.48
1308,1996-04-26,7.92,7.43
1309,1996-05-03,7.99,7.5
1310,1996-05-10,8.24,7.75
1311,1996-05-17,8.08,7.59
1312,1996-05-24,8.01,7.51
1313,1996-05-31,8.03,7.54
1314,1996-06-07,8.3,7.8
1315,1996-06-14,8.39,7.9
1316,1996-06-21,8.3,7.81
1317,1996-06-28,8.29,7.82
1318,1996-07-05,8.14,7.67
1319,1996-07-12,8.42,7.93
1320,1996-07-19,8.23,7.76
1321,1996-07-26,8.19,7.71
1322,1996-08-02,8.23,7.75
1323,1996-08-09,7.88,7.4
1324,1996-08-16,7.88,7.39
1325,1996-08-23,7.93,7.45
1326,1996-08-30,8.09,7.6
1327,1996-09-06,8.34,7.88
1328,1996-09-13,8.28,7.81
1329,1996-09-20,8.14,7.64
1330,1996-09-27,8.16,7.68
1331,1996-10-04,8.06,7.58
1332,1996-10-11,7.86,7.38
1333,1996-10-18,7.88,7.39
1334,1996-10-25,7.86,7.37
1335,1996-11-01,7.78,7.3
1336,1996-11-08,7.67,7.2
1337,1996-11-15,7.59,7.11
1338,1996-11-22,7.53,7.06
1339,1996-11-29,7.52,7.04
1340,1996-12-06,7.44,6.96
1341,1996-12-13,7.57,7.06
